# r[Mpc]	l	z	multipoles_value
8.0000000000e+01	0	1.4000000000e+00	7.8069441002e-03
8.5000000000e+01	0	1.4000000000e+00	6.2254604351e-03
9.0000000000e+01	0	1.4000000000e+00	4.9720663542e-03
9.5000000000e+01	0	1.4000000000e+00	3.9703128850e-03
1.0000000000e+02	0	1.4000000000e+00	3.1596207702e-03
1.0500000000e+02	0	1.4000000000e+00	2.4909350937e-03
1.1000000000e+02	0	1.4000000000e+00	1.9316221259e-03
1.1500000000e+02	0	1.4000000000e+00	1.4629624738e-03
1.2000000000e+02	0	1.4000000000e+00	1.0887793813e-03
1.2500000000e+02	0	1.4000000000e+00	8.5648201412e-04
1.3000000000e+02	0	1.4000000000e+00	8.5613798976e-04
1.3500000000e+02	0	1.4000000000e+00	1.1606645466e-03
1.4000000000e+02	0	1.4000000000e+00	1.6735472390e-03
1.4500000000e+02	0	1.4000000000e+00	2.1070928103e-03
1.5000000000e+02	0	1.4000000000e+00	2.2070882233e-03
1.5500000000e+02	0	1.4000000000e+00	1.9464419315e-03
1.6000000000e+02	0	1.4000000000e+00	1.4754296309e-03
1.6500000000e+02	0	1.4000000000e+00	9.6503921375e-04
1.7000000000e+02	0	1.4000000000e+00	5.2124497806e-04
1.7500000000e+02	0	1.4000000000e+00	1.8034071106e-04
1.8000000000e+02	0	1.4000000000e+00	-6.3486150329e-05
1.8500000000e+02	0	1.4000000000e+00	-2.2938725693e-04
1.9000000000e+02	0	1.4000000000e+00	-3.3629251337e-04
1.9500000000e+02	0	1.4000000000e+00	-3.9946365830e-04
2.0000000000e+02	0	1.4000000000e+00	-4.3223546644e-04
2.0500000000e+02	0	1.4000000000e+00	-4.4617560128e-04
2.1000000000e+02	0	1.4000000000e+00	-4.4846288160e-04
2.1500000000e+02	0	1.4000000000e+00	-4.4243982532e-04
2.2000000000e+02	0	1.4000000000e+00	-4.3123517394e-04
2.2500000000e+02	0	1.4000000000e+00	-4.1753190764e-04
2.3000000000e+02	0	1.4000000000e+00	-4.0178192360e-04
2.3500000000e+02	0	1.4000000000e+00	-3.8383522016e-04
2.4000000000e+02	0	1.4000000000e+00	-3.6490877659e-04
2.4500000000e+02	0	1.4000000000e+00	-3.4628184244e-04
2.5000000000e+02	0	1.4000000000e+00	-3.2838331963e-04
2.5500000000e+02	0	1.4000000000e+00	-3.1158161727e-04
2.6000000000e+02	0	1.4000000000e+00	-2.9596882128e-04
2.6500000000e+02	0	1.4000000000e+00	-2.8084468737e-04
2.7000000000e+02	0	1.4000000000e+00	-2.6569093623e-04
2.7500000000e+02	0	1.4000000000e+00	-2.5068658982e-04
2.8000000000e+02	0	1.4000000000e+00	-2.3609627753e-04
2.8500000000e+02	0	1.4000000000e+00	-2.2227525922e-04
2.9000000000e+02	0	1.4000000000e+00	-2.1000121393e-04
2.9500000000e+02	0	1.4000000000e+00	-1.9962721939e-04
3.0000000000e+02	0	1.4000000000e+00	-1.9067374751e-04
3.0500000000e+02	0	1.4000000000e+00	-1.8260805211e-04
3.1000000000e+02	0	1.4000000000e+00	-1.7522521227e-04
3.1500000000e+02	0	1.4000000000e+00	-1.6816703132e-04
3.2000000000e+02	0	1.4000000000e+00	-1.6088910781e-04
3.2500000000e+02	0	1.4000000000e+00	-1.5327356060e-04
3.3000000000e+02	0	1.4000000000e+00	-1.4564300865e-04
3.3500000000e+02	0	1.4000000000e+00	-1.3815444856e-04
3.4000000000e+02	0	1.4000000000e+00	-1.3082447565e-04
3.4500000000e+02	0	1.4000000000e+00	-1.2393720100e-04
3.5000000000e+02	0	1.4000000000e+00	-1.1782963274e-04
3.5500000000e+02	0	1.4000000000e+00	-1.1243234306e-04
3.6000000000e+02	0	1.4000000000e+00	-1.0736059485e-04
3.6500000000e+02	0	1.4000000000e+00	-1.0232348445e-04
3.7000000000e+02	0	1.4000000000e+00	-9.7274518932e-05
3.7500000000e+02	0	1.4000000000e+00	-9.2316005846e-05
3.8000000000e+02	0	1.4000000000e+00	-8.7666092030e-05
3.8500000000e+02	0	1.4000000000e+00	-8.3536410432e-05
4.0000000000e+01	2	1.4000000000e+00	-6.3265883222e-02
4.5000000000e+01	2	1.4000000000e+00	-5.2142518464e-02
5.0000000000e+01	2	1.4000000000e+00	-4.3548157652e-02
5.5000000000e+01	2	1.4000000000e+00	-3.6772006170e-02
6.0000000000e+01	2	1.4000000000e+00	-3.1344621405e-02
6.5000000000e+01	2	1.4000000000e+00	-2.6940569201e-02
7.0000000000e+01	2	1.4000000000e+00	-2.3322556518e-02
7.5000000000e+01	2	1.4000000000e+00	-2.0320768313e-02
8.0000000000e+01	2	1.4000000000e+00	-1.7807006702e-02
8.5000000000e+01	2	1.4000000000e+00	-1.5684649145e-02
9.0000000000e+01	2	1.4000000000e+00	-1.3881420717e-02
9.5000000000e+01	2	1.4000000000e+00	-1.2339636548e-02
1.0000000000e+02	2	1.4000000000e+00	-1.1015912481e-02
1.0500000000e+02	2	1.4000000000e+00	-9.8771909734e-03
1.1000000000e+02	2	1.4000000000e+00	-8.8937953463e-03
1.1500000000e+02	2	1.4000000000e+00	-8.0382595502e-03
1.2000000000e+02	2	1.4000000000e+00	-7.2785405240e-03
1.2500000000e+02	2	1.4000000000e+00	-6.5658081955e-03
1.3000000000e+02	2	1.4000000000e+00	-5.8356371046e-03
1.3500000000e+02	2	1.4000000000e+00	-5.0418607579e-03
1.4000000000e+02	2	1.4000000000e+00	-4.2375764319e-03
1.4500000000e+02	2	1.4000000000e+00	-3.5758754075e-03
1.5000000000e+02	2	1.4000000000e+00	-3.1765975155e-03
1.5500000000e+02	2	1.4000000000e+00	-3.0247987855e-03
1.6000000000e+02	2	1.4000000000e+00	-3.0119016070e-03
1.6500000000e+02	2	1.4000000000e+00	-3.0298384759e-03
1.7000000000e+02	2	1.4000000000e+00	-3.0168615756e-03
1.7500000000e+02	2	1.4000000000e+00	-2.9551237299e-03
1.8000000000e+02	2	1.4000000000e+00	-2.8513194025e-03
1.8500000000e+02	2	1.4000000000e+00	-2.7187208678e-03
1.9000000000e+02	2	1.4000000000e+00	-2.5692657002e-03
1.9500000000e+02	2	1.4000000000e+00	-2.4118755115e-03
2.0000000000e+02	2	1.4000000000e+00	-2.2537433443e-03
2.0500000000e+02	2	1.4000000000e+00	-2.1005920961e-03
2.1000000000e+02	2	1.4000000000e+00	-1.9553449279e-03
2.1500000000e+02	2	1.4000000000e+00	-1.8186676318e-03
2.2000000000e+02	2	1.4000000000e+00	-1.6911545934e-03
2.2500000000e+02	2	1.4000000000e+00	-1.5731828657e-03
2.3000000000e+02	2	1.4000000000e+00	-1.4639243470e-03
2.3500000000e+02	2	1.4000000000e+00	-1.3623403665e-03
2.4000000000e+02	2	1.4000000000e+00	-1.2682856004e-03
2.4500000000e+02	2	1.4000000000e+00	-1.1817036827e-03
2.5000000000e+02	2	1.4000000000e+00	-1.1021097767e-03
2.5500000000e+02	2	1.4000000000e+00	-1.0290570376e-03
2.6000000000e+02	2	1.4000000000e+00	-9.6200246856e-04
2.6500000000e+02	2	1.4000000000e+00	-9.0001937838e-04
2.7000000000e+02	2	1.4000000000e+00	-8.4236588251e-04
2.7500000000e+02	2	1.4000000000e+00	-7.8875745309e-04
2.8000000000e+02	2	1.4000000000e+00	-7.3899189883e-04
2.8500000000e+02	2	1.4000000000e+00	-6.9294864818e-04
2.9000000000e+02	2	1.4000000000e+00	-6.5076872977e-04
2.9500000000e+02	2	1.4000000000e+00	-6.1235821621e-04
3.0000000000e+02	2	1.4000000000e+00	-5.7717120069e-04
3.0500000000e+02	2	1.4000000000e+00	-5.4467287227e-04
3.1000000000e+02	2	1.4000000000e+00	-5.1455029630e-04
3.1500000000e+02	2	1.4000000000e+00	-4.8642606814e-04
3.2000000000e+02	2	1.4000000000e+00	-4.5984322787e-04
3.2500000000e+02	2	1.4000000000e+00	-4.3461556916e-04
3.3000000000e+02	2	1.4000000000e+00	-4.1081984129e-04
3.3500000000e+02	2	1.4000000000e+00	-3.8843909876e-04
3.4000000000e+02	2	1.4000000000e+00	-3.6738291072e-04
3.4500000000e+02	2	1.4000000000e+00	-3.4772163558e-04
3.5000000000e+02	2	1.4000000000e+00	-3.2955572151e-04
3.5500000000e+02	2	1.4000000000e+00	-3.1275340349e-04
3.6000000000e+02	2	1.4000000000e+00	-2.9701326371e-04
3.6500000000e+02	2	1.4000000000e+00	-2.8210337001e-04
3.7000000000e+02	2	1.4000000000e+00	-2.6794282428e-04
3.7500000000e+02	2	1.4000000000e+00	-2.5454070071e-04
3.8000000000e+02	2	1.4000000000e+00	-2.4197371838e-04
3.8500000000e+02	2	1.4000000000e+00	-2.3031342623e-04
4.0000000000e+01	4	1.4000000000e+00	4.3328445324e-03
4.5000000000e+01	4	1.4000000000e+00	3.7025412938e-03
5.0000000000e+01	4	1.4000000000e+00	3.1969332592e-03
5.5000000000e+01	4	1.4000000000e+00	2.7850161911e-03
6.0000000000e+01	4	1.4000000000e+00	2.4447634389e-03
6.5000000000e+01	4	1.4000000000e+00	2.1601489735e-03
7.0000000000e+01	4	1.4000000000e+00	1.9198999873e-03
7.5000000000e+01	4	1.4000000000e+00	1.7151368969e-03
8.0000000000e+01	4	1.4000000000e+00	1.5393523737e-03
8.5000000000e+01	4	1.4000000000e+00	1.3873760837e-03
9.0000000000e+01	4	1.4000000000e+00	1.2550627820e-03
9.5000000000e+01	4	1.4000000000e+00	1.1392330960e-03
1.0000000000e+02	4	1.4000000000e+00	1.0371972870e-03
1.0500000000e+02	4	1.4000000000e+00	9.4672800324e-04
1.1000000000e+02	4	1.4000000000e+00	8.6623736374e-04
1.1500000000e+02	4	1.4000000000e+00	7.9459291478e-04
1.2000000000e+02	4	1.4000000000e+00	7.3138360991e-04
1.2500000000e+02	4	1.4000000000e+00	6.7742931064e-04
1.3000000000e+02	4	1.4000000000e+00	6.3438448744e-04
1.3500000000e+02	4	1.4000000000e+00	6.0238380275e-04
1.4000000000e+02	4	1.4000000000e+00	5.7540152843e-04
1.4500000000e+02	4	1.4000000000e+00	5.4273930614e-04
1.5000000000e+02	4	1.4000000000e+00	4.9830356819e-04
1.5500000000e+02	4	1.4000000000e+00	4.4569019763e-04
1.6000000000e+02	4	1.4000000000e+00	3.9345033717e-04
1.6500000000e+02	4	1.4000000000e+00	3.4827999644e-04
1.7000000000e+02	4	1.4000000000e+00	3.1265480156e-04
1.7500000000e+02	4	1.4000000000e+00	2.8586575861e-04
1.8000000000e+02	4	1.4000000000e+00	2.6584769910e-04
1.8500000000e+02	4	1.4000000000e+00	2.5054022335e-04
1.9000000000e+02	4	1.4000000000e+00	2.3836024848e-04
1.9500000000e+02	4	1.4000000000e+00	2.2820538648e-04
2.0000000000e+02	4	1.4000000000e+00	2.1927775472e-04
2.0500000000e+02	4	1.4000000000e+00	2.1101141290e-04
2.1000000000e+02	4	1.4000000000e+00	2.0311566801e-04
2.1500000000e+02	4	1.4000000000e+00	1.9549083274e-04
2.2000000000e+02	4	1.4000000000e+00	1.8805687987e-04
2.2500000000e+02	4	1.4000000000e+00	1.8076181932e-04
2.3000000000e+02	4	1.4000000000e+00	1.7364011140e-04
2.3500000000e+02	4	1.4000000000e+00	1.6673411040e-04
2.4000000000e+02	4	1.4000000000e+00	1.6002251261e-04
2.4500000000e+02	4	1.4000000000e+00	1.5348271572e-04
2.5000000000e+02	4	1.4000000000e+00	1.4712349673e-04
2.5500000000e+02	4	1.4000000000e+00	1.4095016829e-04
2.6000000000e+02	4	1.4000000000e+00	1.3497457024e-04
2.6500000000e+02	4	1.4000000000e+00	1.2923254030e-04
2.7000000000e+02	4	1.4000000000e+00	1.2374333150e-04
2.7500000000e+02	4	1.4000000000e+00	1.1849443333e-04
2.8000000000e+02	4	1.4000000000e+00	1.1347022598e-04
2.8500000000e+02	4	1.4000000000e+00	1.0865184687e-04
2.9000000000e+02	4	1.4000000000e+00	1.0400590985e-04
2.9500000000e+02	4	1.4000000000e+00	9.9519205178e-05
3.0000000000e+02	4	1.4000000000e+00	9.5210062656e-05
3.0500000000e+02	4	1.4000000000e+00	9.1094044677e-05
3.1000000000e+02	4	1.4000000000e+00	8.7170718380e-05
3.1500000000e+02	4	1.4000000000e+00	8.3444507732e-05
3.2000000000e+02	4	1.4000000000e+00	7.9924816097e-05
3.2500000000e+02	4	1.4000000000e+00	7.6602224220e-05
3.3000000000e+02	4	1.4000000000e+00	7.3451303445e-05
3.3500000000e+02	4	1.4000000000e+00	7.0455886676e-05
3.4000000000e+02	4	1.4000000000e+00	6.7606413919e-05
3.4500000000e+02	4	1.4000000000e+00	6.4883712460e-05
3.5000000000e+02	4	1.4000000000e+00	6.2268835292e-05
3.5500000000e+02	4	1.4000000000e+00	5.9760402474e-05
3.6000000000e+02	4	1.4000000000e+00	5.7368516999e-05
3.6500000000e+02	4	1.4000000000e+00	5.5097734303e-05
3.7000000000e+02	4	1.4000000000e+00	5.2942251382e-05
3.7500000000e+02	4	1.4000000000e+00	5.0890948009e-05
3.8000000000e+02	4	1.4000000000e+00	4.8929308972e-05
3.8500000000e+02	4	1.4000000000e+00	4.7044636393e-05
4.0000000000e+01	0	1.6500000000e+00	6.1677953581e-02
4.5000000000e+01	0	1.6500000000e+00	4.5715644693e-02
5.0000000000e+01	0	1.6500000000e+00	3.4463557388e-02
5.5000000000e+01	0	1.6500000000e+00	2.6350174892e-02
6.0000000000e+01	0	1.6500000000e+00	2.0378902565e-02
6.5000000000e+01	0	1.6500000000e+00	1.5905717895e-02
7.0000000000e+01	0	1.6500000000e+00	1.2508572972e-02
7.5000000000e+01	0	1.6500000000e+00	9.8954675693e-03
8.0000000000e+01	0	1.6500000000e+00	7.8641637276e-03
8.5000000000e+01	0	1.6500000000e+00	6.2710888553e-03
9.0000000000e+01	0	1.6500000000e+00	5.0085082424e-03
9.5000000000e+01	0	1.6500000000e+00	3.9994125969e-03
1.0000000000e+02	0	1.6500000000e+00	3.1827786564e-03
1.0500000000e+02	0	1.6500000000e+00	2.5091919656e-03
1.1000000000e+02	0	1.6500000000e+00	1.9457796115e-03
1.1500000000e+02	0	1.6500000000e+00	1.4736850006e-03
1.2000000000e+02	0	1.6500000000e+00	1.0967593988e-03
1.2500000000e+02	0	1.6500000000e+00	8.6275944881e-04
1.3000000000e+02	0	1.6500000000e+00	8.6241290297e-04
1.3500000000e+02	0	1.6500000000e+00	1.1691714338e-03
1.4000000000e+02	0	1.6500000000e+00	1.6858132099e-03
1.4500000000e+02	0	1.6500000000e+00	2.1225363775e-03
1.5000000000e+02	0	1.6500000000e+00	2.2232646892e-03
1.5500000000e+02	0	1.6500000000e+00	1.9607080362e-03
1.6000000000e+02	0	1.6500000000e+00	1.4862435336e-03
1.6500000000e+02	0	1.6500000000e+00	9.7211229939e-04
1.7000000000e+02	0	1.6500000000e+00	5.2506535170e-04
1.7500000000e+02	0	1.6500000000e+00	1.8166248667e-04
1.8000000000e+02	0	1.6500000000e+00	-6.3951460932e-05
1.8500000000e+02	0	1.6500000000e+00	-2.3106851059e-04
1.9000000000e+02	0	1.6500000000e+00	-3.3875731036e-04
1.9500000000e+02	0	1.6500000000e+00	-4.0239145711e-04
2.0000000000e+02	0	1.6500000000e+00	-4.3540346047e-04
2.0500000000e+02	0	1.6500000000e+00	-4.4944576709e-04
2.1000000000e+02	0	1.6500000000e+00	-4.5174981163e-04
2.1500000000e+02	0	1.6500000000e+00	-4.4568261041e-04
2.2000000000e+02	0	1.6500000000e+00	-4.3439583651e-04
2.2500000000e+02	0	1.6500000000e+00	-4.2059213452e-04
2.3000000000e+02	0	1.6500000000e+00	-4.0472671373e-04
2.3500000000e+02	0	1.6500000000e+00	-3.8664847308e-04
2.4000000000e+02	0	1.6500000000e+00	-3.6758331145e-04
2.4500000000e+02	0	1.6500000000e+00	-3.4881985447e-04
2.5000000000e+02	0	1.6500000000e+00	-3.3079014756e-04
2.5500000000e+02	0	1.6500000000e+00	-3.1386530008e-04
2.6000000000e+02	0	1.6500000000e+00	-2.9813807284e-04
2.6500000000e+02	0	1.6500000000e+00	-2.8290308925e-04
2.7000000000e+02	0	1.6500000000e+00	-2.6763827134e-04
2.7500000000e+02	0	1.6500000000e+00	-2.5252395321e-04
2.8000000000e+02	0	1.6500000000e+00	-2.3782670378e-04
2.8500000000e+02	0	1.6500000000e+00	-2.2390438674e-04
2.9000000000e+02	0	1.6500000000e+00	-2.1154038099e-04
2.9500000000e+02	0	1.6500000000e+00	-2.0109035208e-04
3.0000000000e+02	0	1.6500000000e+00	-1.9207125730e-04
3.0500000000e+02	0	1.6500000000e+00	-1.8394644580e-04
3.1000000000e+02	0	1.6500000000e+00	-1.7650949472e-04
3.1500000000e+02	0	1.6500000000e+00	-1.6939958208e-04
3.2000000000e+02	0	1.6500000000e+00	-1.6206831631e-04
3.2500000000e+02	0	1.6500000000e+00	-1.5439695228e-04
3.3000000000e+02	0	1.6500000000e+00	-1.4671047354e-04
3.3500000000e+02	0	1.6500000000e+00	-1.3916702736e-04
3.4000000000e+02	0	1.6500000000e+00	-1.3178333069e-04
3.4500000000e+02	0	1.6500000000e+00	-1.2484557698e-04
3.5000000000e+02	0	1.6500000000e+00	-1.1869324436e-04
3.5500000000e+02	0	1.6500000000e+00	-1.1325639620e-04
3.6000000000e+02	0	1.6500000000e+00	-1.0814747550e-04
3.6500000000e+02	0	1.6500000000e+00	-1.0307344648e-04
3.7000000000e+02	0	1.6500000000e+00	-9.7987475455e-05
3.7500000000e+02	0	1.6500000000e+00	-9.2992619817e-05
3.8000000000e+02	0	1.6500000000e+00	-8.8308625274e-05
3.8500000000e+02	0	1.6500000000e+00	-8.4148675899e-05
4.0000000000e+01	2	1.6500000000e+00	-5.8899057360e-02
4.5000000000e+01	2	1.6500000000e+00	-4.8543464969e-02
5.0000000000e+01	2	1.6500000000e+00	-4.0542316093e-02
5.5000000000e+01	2	1.6500000000e+00	-3.4233877571e-02
6.0000000000e+01	2	1.6500000000e+00	-2.9181109312e-02
6.5000000000e+01	2	1.6500000000e+00	-2.5081039731e-02
7.0000000000e+01	2	1.6500000000e+00	-2.1712754556e-02
7.5000000000e+01	2	1.6500000000e+00	-1.8918159954e-02
8.0000000000e+01	2	1.6500000000e+00	-1.6577906697e-02
8.5000000000e+01	2	1.6500000000e+00	-1.4602041458e-02
9.0000000000e+01	2	1.6500000000e+00	-1.2923277973e-02
9.5000000000e+01	2	1.6500000000e+00	-1.1487912977e-02
1.0000000000e+02	2	1.6500000000e+00	-1.0255556835e-02
1.0500000000e+02	2	1.6500000000e+00	-9.1954337483e-03
1.1000000000e+02	2	1.6500000000e+00	-8.2799154232e-03
1.1500000000e+02	2	1.6500000000e+00	-7.4834316097e-03
1.2000000000e+02	2	1.6500000000e+00	-6.7761509677e-03
1.2500000000e+02	2	1.6500000000e+00	-6.1126138422e-03
1.3000000000e+02	2	1.6500000000e+00	-5.4328416367e-03
1.3500000000e+02	2	1.6500000000e+00	-4.6938544261e-03
1.4000000000e+02	2	1.6500000000e+00	-3.9450845324e-03
1.4500000000e+02	2	1.6500000000e+00	-3.3290563572e-03
1.5000000000e+02	2	1.6500000000e+00	-2.9573379798e-03
1.5500000000e+02	2	1.6500000000e+00	-2.8160169130e-03
1.6000000000e+02	2	1.6500000000e+00	-2.8040099415e-03
1.6500000000e+02	2	1.6500000000e+00	-2.8207087469e-03
1.7000000000e+02	2	1.6500000000e+00	-2.8086275563e-03
1.7500000000e+02	2	1.6500000000e+00	-2.7511510661e-03
1.8000000000e+02	2	1.6500000000e+00	-2.6545116655e-03
1.8500000000e+02	2	1.6500000000e+00	-2.5310655314e-03
1.9000000000e+02	2	1.6500000000e+00	-2.3919262665e-03
1.9500000000e+02	2	1.6500000000e+00	-2.2453996824e-03
2.0000000000e+02	2	1.6500000000e+00	-2.0981823338e-03
2.0500000000e+02	2	1.6500000000e+00	-1.9556021043e-03
2.1000000000e+02	2	1.6500000000e+00	-1.8203803883e-03
2.1500000000e+02	2	1.6500000000e+00	-1.6931370228e-03
2.2000000000e+02	2	1.6500000000e+00	-1.5744253668e-03
2.2500000000e+02	2	1.6500000000e+00	-1.4645964480e-03
2.3000000000e+02	2	1.6500000000e+00	-1.3628793228e-03
2.3500000000e+02	2	1.6500000000e+00	-1.2683070133e-03
2.4000000000e+02	2	1.6500000000e+00	-1.1807442262e-03
2.4500000000e+02	2	1.6500000000e+00	-1.1001384861e-03
2.5000000000e+02	2	1.6500000000e+00	-1.0260384215e-03
2.5500000000e+02	2	1.6500000000e+00	-9.5802803020e-04
2.6000000000e+02	2	1.6500000000e+00	-8.9560179500e-04
2.6500000000e+02	2	1.6500000000e+00	-8.3789698796e-04
2.7000000000e+02	2	1.6500000000e+00	-7.8422293194e-04
2.7500000000e+02	2	1.6500000000e+00	-7.3431473816e-04
2.8000000000e+02	2	1.6500000000e+00	-6.8798417127e-04
2.8500000000e+02	2	1.6500000000e+00	-6.4511898196e-04
2.9000000000e+02	2	1.6500000000e+00	-6.0585046459e-04
2.9500000000e+02	2	1.6500000000e+00	-5.7009117497e-04
3.0000000000e+02	2	1.6500000000e+00	-5.3733288661e-04
3.0500000000e+02	2	1.6500000000e+00	-5.0707770306e-04
3.1000000000e+02	2	1.6500000000e+00	-4.7903428946e-04
3.1500000000e+02	2	1.6500000000e+00	-4.5285129092e-04
3.2000000000e+02	2	1.6500000000e+00	-4.2810328847e-04
3.2500000000e+02	2	1.6500000000e+00	-4.0461692833e-04
3.3000000000e+02	2	1.6500000000e+00	-3.8246366232e-04
3.3500000000e+02	2	1.6500000000e+00	-3.6162771455e-04
3.4000000000e+02	2	1.6500000000e+00	-3.4202489604e-04
3.4500000000e+02	2	1.6500000000e+00	-3.2372070880e-04
3.5000000000e+02	2	1.6500000000e+00	-3.0680866774e-04
3.5500000000e+02	2	1.6500000000e+00	-2.9116610270e-04
3.6000000000e+02	2	1.6500000000e+00	-2.7651240076e-04
3.6500000000e+02	2	1.6500000000e+00	-2.6263163850e-04
3.7000000000e+02	2	1.6500000000e+00	-2.4944850167e-04
3.7500000000e+02	2	1.6500000000e+00	-2.3697143813e-04
3.8000000000e+02	2	1.6500000000e+00	-2.2527187155e-04
3.8500000000e+02	2	1.6500000000e+00	-2.1441641232e-04
4.0000000000e+01	4	1.6500000000e+00	3.7413706487e-03
4.5000000000e+01	4	1.6500000000e+00	3.1971097090e-03
5.0000000000e+01	4	1.6500000000e+00	2.7605219094e-03
5.5000000000e+01	4	1.6500000000e+00	2.4048353813e-03
6.0000000000e+01	4	1.6500000000e+00	2.1110303185e-03
6.5000000000e+01	4	1.6500000000e+00	1.8652683949e-03
7.0000000000e+01	4	1.6500000000e+00	1.6578156468e-03
7.5000000000e+01	4	1.6500000000e+00	1.4810046372e-03
8.0000000000e+01	4	1.6500000000e+00	1.3292163487e-03
8.5000000000e+01	4	1.6500000000e+00	1.1979862465e-03
9.0000000000e+01	4	1.6500000000e+00	1.0837349505e-03
9.5000000000e+01	4	1.6500000000e+00	9.8371710214e-04
1.0000000000e+02	4	1.6500000000e+00	8.9561013731e-04
1.0500000000e+02	4	1.6500000000e+00	8.1749075857e-04
1.1000000000e+02	4	1.6500000000e+00	7.4798784567e-04
1.1500000000e+02	4	1.6500000000e+00	6.8612353542e-04
1.2000000000e+02	4	1.6500000000e+00	6.3154289302e-04
1.2500000000e+02	4	1.6500000000e+00	5.8495386123e-04
1.3000000000e+02	4	1.6500000000e+00	5.4778505979e-04
1.3500000000e+02	4	1.6500000000e+00	5.2015276846e-04
1.4000000000e+02	4	1.6500000000e+00	4.9685382744e-04
1.4500000000e+02	4	1.6500000000e+00	4.6865030459e-04
1.5000000000e+02	4	1.6500000000e+00	4.3028046130e-04
1.5500000000e+02	4	1.6500000000e+00	3.8484930888e-04
1.6000000000e+02	4	1.6500000000e+00	3.3974067894e-04
1.6500000000e+02	4	1.6500000000e+00	3.0073651303e-04
1.7000000000e+02	4	1.6500000000e+00	2.6997449112e-04
1.7500000000e+02	4	1.6500000000e+00	2.4684240358e-04
1.8000000000e+02	4	1.6500000000e+00	2.2955699679e-04
1.8500000000e+02	4	1.6500000000e+00	2.1633913493e-04
1.9000000000e+02	4	1.6500000000e+00	2.0582184077e-04
1.9500000000e+02	4	1.6500000000e+00	1.9705321260e-04
2.0000000000e+02	4	1.6500000000e+00	1.8934428625e-04
2.0500000000e+02	4	1.6500000000e+00	1.8220637755e-04
2.1000000000e+02	4	1.6500000000e+00	1.7538847584e-04
2.1500000000e+02	4	1.6500000000e+00	1.6880450204e-04
2.2000000000e+02	4	1.6500000000e+00	1.6238535340e-04
2.2500000000e+02	4	1.6500000000e+00	1.5608613698e-04
2.3000000000e+02	4	1.6500000000e+00	1.4993660893e-04
2.3500000000e+02	4	1.6500000000e+00	1.4397334178e-04
2.4000000000e+02	4	1.6500000000e+00	1.3817793999e-04
2.4500000000e+02	4	1.6500000000e+00	1.3253088667e-04
2.5000000000e+02	4	1.6500000000e+00	1.2703976067e-04
2.5500000000e+02	4	1.6500000000e+00	1.2170914941e-04
2.6000000000e+02	4	1.6500000000e+00	1.1654927649e-04
2.6500000000e+02	4	1.6500000000e+00	1.1159108745e-04
2.7000000000e+02	4	1.6500000000e+00	1.0685120710e-04
2.7500000000e+02	4	1.6500000000e+00	1.0231883271e-04
2.8000000000e+02	4	1.6500000000e+00	9.7980476755e-05
2.8500000000e+02	4	1.6500000000e+00	9.3819851541e-05
2.9000000000e+02	4	1.6500000000e+00	8.9808128466e-05
2.9500000000e+02	4	1.6500000000e+00	8.5933901030e-05
3.0000000000e+02	4	1.6500000000e+00	8.2212996846e-05
3.0500000000e+02	4	1.6500000000e+00	7.8658853894e-05
3.1000000000e+02	4	1.6500000000e+00	7.5271098403e-05
3.1500000000e+02	4	1.6500000000e+00	7.2053550429e-05
3.2000000000e+02	4	1.6500000000e+00	6.9014329687e-05
3.2500000000e+02	4	1.6500000000e+00	6.6145302739e-05
3.3000000000e+02	4	1.6500000000e+00	6.3424512179e-05
3.3500000000e+02	4	1.6500000000e+00	6.0837997869e-05
3.4000000000e+02	4	1.6500000000e+00	5.8377504848e-05
3.4500000000e+02	4	1.6500000000e+00	5.6026477654e-05
3.5000000000e+02	4	1.6500000000e+00	5.3768555725e-05
3.5500000000e+02	4	1.6500000000e+00	5.1602547494e-05
3.6000000000e+02	4	1.6500000000e+00	4.9537176802e-05
3.6500000000e+02	4	1.6500000000e+00	4.7576377224e-05
3.7000000000e+02	4	1.6500000000e+00	4.5715137922e-05
3.7500000000e+02	4	1.6500000000e+00	4.3943856683e-05
3.8000000000e+02	4	1.6500000000e+00	4.2249999758e-05
3.8500000000e+02	4	1.6500000000e+00	4.0622602648e-05
